"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D"," +EI TIC Scan 001-CoTXSS1.D "
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"42" ,7.576,7.617,7.670,603723.72,890836.60,8.11,12.33,1.02,0.094,0.021,226130.17,223063.92,7.568,7.584,7.675,7.708,226130.17,223063.92,0.96,828510.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"43" ,7.717,7.783,7.848,195990.31,528846.87,4.82,4.00,0.61,0.131,0.033,225190.00,218090.60,7.675,7.708,7.849,7.882,221084.55,218090.60,2.01,415564.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"44" ,8.030,8.048,8.073,335560.14,446923.20,4.07,6.85,0.51,0.042,0.021,213931.68,241271.00,8.023,8.031,8.073,8.081,213931.68,212963.14,1.69,549090.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"45" ,8.073,8.106,8.156,519646.10,916784.30,8.35,10.61,1.05,0.083,0.023,241271.00,227709.00,8.073,8.081,8.147,8.156,212963.14,211074.47,1.92,731854.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"46" ,8.156,8.172,8.197,227106.34,312699.04,2.85,4.64,0.36,0.041,0.021,227709.00,230942.00,8.147,8.156,8.189,8.205,211074.47,210130.32,1.54,437803.00,,,  ,109.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"47" ,8.197,8.214,8.244,127610.49,168694.33,1.54,2.61,0.19,0.047,0.021,230942.00,209049.85,8.189,8.205,8.247,8.255,210130.32,209049.85,1.06,337363.00,,,  ,109.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"48" ,8.255,8.288,8.360,637285.26,1161902.21,10.58,13.01,1.33,0.105,0.026,208800.14,206411.42,8.247,8.255,8.388,8.404,208800.14,206411.42,1.68,845338.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"49" ,8.411,8.446,8.469,350903.20,519876.89,4.73,7.17,0.60,0.059,0.023,210271.14,209622.22,8.388,8.404,8.470,8.528,210271.14,209622.22,0.63,560789.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"50" ,8.577,8.595,8.619,150908.69,232599.06,2.12,3.08,0.27,0.042,0.034,203056.37,279910.00,8.561,8.578,8.611,8.619,203056.37,202482.81,1.64,353730.00,,,  ,109.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"51" ,8.619,8.644,8.698,593450.46,981081.30,8.93,12.12,1.13,0.079,0.025,279910.00,201407.10,8.611,8.619,8.711,8.752,202482.81,201407.10,0.79,795595.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"52" ,8.810,8.835,8.888,112987.83,233311.46,2.12,2.31,0.27,0.078,0.031,203893.26,203198.68,8.711,8.752,8.876,8.926,203893.26,203198.68,2.09,316662.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"53" ,8.927,8.959,9.046,1074055.54,1765148.43,16.07,21.93,2.03,0.120,0.025,203939.97,202412.85,8.876,8.926,9.034,9.058,203939.97,202412.85,0.96,1277583.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"54" ,9.051,9.083,9.125,484715.60,809775.14,7.37,9.90,0.93,0.074,0.026,198734.49,200791.00,9.034,9.058,9.116,9.133,198734.49,198026.89,1.47,683141.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"55" ,9.125,9.183,9.216,228091.09,684884.27,6.24,4.66,0.79,0.091,0.051,200791.00,217013.00,9.116,9.133,9.207,9.224,198026.89,197149.97,0.67,425560.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"56" ,9.216,9.249,9.278,275100.97,462162.40,4.21,5.62,0.53,0.062,0.026,217013.00,196549.21,9.207,9.224,9.290,9.357,197149.97,196549.21,0.74,471932.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"57" ,9.366,9.406,9.423,216806.03,402783.06,3.67,4.43,0.46,0.057,0.032,197251.99,288177.00,9.290,9.357,9.423,9.431,197251.99,196903.98,0.73,413812.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"58" ,9.423,9.448,9.545,134735.90,501654.82,4.57,2.75,0.58,0.122,0.077,288177.00,196154.55,9.423,9.431,9.539,9.564,196903.98,196154.55,3.38,331487.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"59" ,9.613,9.655,9.762,505935.60,1058465.38,9.64,10.33,1.22,0.149,0.028,206085.00,199635.00,9.597,9.613,9.754,9.795,195731.28,194813.56,1.07,701412.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"60" ,9.834,9.911,9.986,449177.46,1259252.12,11.47,9.17,1.45,0.152,0.034,195189.31,194433.82,9.754,9.795,9.978,10.044,195189.31,194433.82,0.79,643981.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"61" ,10.087,10.152,10.251,562830.09,1556345.34,14.17,11.49,1.79,0.163,0.036,195436.65,195214.00,10.069,10.094,10.243,10.292,195436.65,193914.55,1.38,757670.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"62" ,10.290,10.317,10.386,74245.30,218920.39,1.99,1.52,0.25,0.096,0.049,193549.90,192658.91,10.243,10.292,10.375,10.392,193549.90,192658.91,2.44,267543.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"63" ,10.392,10.441,10.481,191347.88,518888.92,4.72,3.91,0.60,0.089,0.047,192600.59,191772.59,10.375,10.392,10.483,10.541,192600.59,191772.59,0.70,383489.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"64" ,10.599,10.632,10.675,98076.47,214333.77,1.95,2.00,0.25,0.077,0.034,196556.00,189962.01,10.582,10.607,10.682,10.822,190675.88,189962.01,1.23,288444.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"65" ,10.833,10.872,10.999,93800.53,424108.79,3.86,1.92,0.49,0.166,0.063,190112.63,188981.10,10.682,10.822,10.996,11.087,190112.63,188981.10,3.48,283646.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"66" ,11.087,11.129,11.154,135342.25,299616.48,2.73,2.76,0.34,0.066,0.041,192975.67,256235.00,10.996,11.087,11.145,11.162,192975.67,193334.28,0.99,328542.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"67" ,11.154,11.228,11.269,393605.88,1147239.99,10.45,8.04,1.32,0.116,0.036,256235.00,193960.14,11.145,11.162,11.278,11.336,193334.28,193960.14,0.38,587344.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"68" ,11.394,11.477,11.522,947742.76,2327147.08,21.19,19.35,2.67,0.128,0.035,198183.68,198882.86,11.278,11.336,11.526,11.626,198183.68,198882.86,0.61,1146376.00,,,  ,83.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"69" ,11.611,11.667,11.771,77298.92,374999.54,3.41,1.58,0.43,0.160,0.079,180622.30,187941.49,11.526,11.626,11.758,11.882,180622.30,187941.49,2.20,260499.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"70" ,11.884,11.949,12.007,224907.56,669351.83,6.09,4.59,0.77,0.123,0.041,200302.57,225336.00,11.758,11.882,11.990,12.015,200302.57,202950.21,1.19,426612.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"71" ,12.007,12.090,12.147,330904.97,1058587.84,9.64,6.76,1.22,0.141,0.040,225336.00,208652.00,11.990,12.015,12.131,12.247,202950.21,205975.79,0.45,535635.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"72" ,12.156,12.280,12.363,55320.28,314546.03,2.86,1.13,0.36,0.207,0.064,210044.00,219717.00,12.131,12.247,12.313,12.371,206153.81,210603.54,0.77,264144.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"73" ,12.363,12.396,12.429,54760.39,128586.24,1.17,1.12,0.15,0.066,0.039,219717.00,223376.00,12.313,12.371,12.413,12.437,210603.54,212027.32,0.50,266076.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"74" ,12.429,12.479,12.653,471864.57,1795559.70,16.35,9.64,2.06,0.224,0.042,223376.00,220616.00,12.413,12.437,12.653,12.818,212027.32,216833.08,3.70,684960.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"75" ,12.822,12.992,13.083,80250.62,596303.27,5.43,1.64,0.69,0.262,0.194,220467.25,239109.00,12.653,12.818,13.058,13.092,220467.25,226088.22,0.61,304381.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"76" ,13.083,13.125,13.174,144693.70,413102.76,3.76,2.95,0.47,0.091,0.044,239109.00,244973.00,13.058,13.092,13.166,13.183,226088.22,228046.05,1.48,371672.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"77" ,13.174,13.224,13.268,367129.20,921319.36,8.39,7.50,1.06,0.094,0.040,244973.00,230062.34,13.166,13.183,13.274,13.373,228046.05,230062.34,0.90,596243.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"78" ,13.415,13.506,13.589,2154408.06,6165950.38,56.14,44.00,7.08,0.174,0.042,245862.00,257616.00,13.274,13.373,13.572,13.605,231251.28,233711.43,0.92,2386948.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"79" ,13.589,13.622,13.655,63330.88,144163.19,1.31,1.29,0.17,0.066,0.041,257616.00,234645.33,13.572,13.605,13.655,13.713,233711.43,234645.33,0.57,297511.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"80" ,13.713,13.820,13.940,142671.25,880590.92,8.02,2.91,1.01,0.226,0.112,227558.91,227022.75,13.655,13.713,13.936,14.019,227558.91,227022.75,1.02,369976.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"81" ,14.235,14.276,14.309,107295.82,209131.76,1.90,2.19,0.24,0.075,0.031,230864.00,255580.00,13.936,14.019,14.309,14.334,230864.00,255580.00,1.36,351894.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"82" ,14.334,14.367,14.425,36766.01,116779.48,1.06,0.75,0.13,0.091,0.065,270418.77,282539.00,14.309,14.334,14.384,14.549,270418.77,281070.32,6.38,311038.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"83" ,15.261,15.311,15.344,291914.65,665182.65,6.06,5.96,0.76,0.083,0.037,722174.00,867314.00,14.384,14.549,15.336,15.353,692990.24,746427.59,1.72,1016963.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"84" ,15.344,15.386,15.435,243449.11,1086934.65,9.90,4.97,1.25,0.091,0.143,867314.00,956527.00,15.336,15.353,15.386,15.493,746427.59,805209.76,2.17,1016590.00,,,  ,207.1,,,,,,,,,,,

"D:\temp\HonghaoSu\October-2022\024-Co2-6.D"," +EI TIC Scan 024-Co2-6.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D"," +EI TIC Scan 024-Co2-6.d "
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"1" ,3.125,3.170,3.228,148967.40,270779.39,2.37,3.32,0.28,0.103,0.018,262833.40,284084.00,3.112,3.145,3.178,3.228,262833.40,263524.41,2.38,412103.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"2" ,3.228,3.236,3.253,132148.03,143519.30,1.26,2.95,0.15,0.025,0.019,284084.00,305377.00,3.178,3.228,3.253,3.261,263524.41,263691.10,0.43,395728.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"3" ,3.253,3.269,3.311,322187.78,404956.23,3.55,7.19,0.41,0.058,0.018,305377.00,268386.00,3.253,3.261,3.303,3.369,263691.10,264079.91,1.65,585990.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"4" ,3.366,3.385,3.435,427006.15,446467.55,3.91,9.52,0.46,0.069,0.014,264449.05,270264.00,3.303,3.369,3.427,3.435,264449.05,264913.22,0.89,691586.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"5" ,3.544,3.559,3.592,380737.59,451322.25,3.95,8.49,0.46,0.048,0.019,265646.30,285541.00,3.534,3.543,3.584,3.609,265646.30,265968.66,2.45,646484.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"6" ,3.592,3.626,3.667,334142.10,525244.65,4.60,7.45,0.54,0.075,0.018,285541.00,291989.00,3.584,3.609,3.650,3.667,265968.66,266468.60,1.03,600333.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"7" ,3.667,3.683,3.707,120265.28,152063.42,1.33,2.68,0.16,0.040,0.024,291989.00,266736.60,3.650,3.667,3.700,3.717,266468.60,266736.60,0.66,386845.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"8" ,3.710,3.733,3.749,145263.91,168670.88,1.48,3.24,0.17,0.039,0.022,266757.91,267018.19,3.700,3.717,3.750,3.758,266757.91,267018.19,0.67,412177.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"9" ,3.783,3.799,3.830,842101.53,728667.49,6.38,18.78,0.74,0.047,0.013,269934.00,267559.53,3.750,3.758,3.849,3.874,267246.34,267559.53,1.09,1109459.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"10" ,3.877,3.891,3.911,147828.87,115656.96,1.01,3.30,0.12,0.034,0.013,201551.75,197294.34,3.849,3.874,3.907,3.940,201551.75,197294.34,1.33,347667.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"11" ,3.948,3.982,4.056,2840959.93,4104289.83,35.94,63.37,4.19,0.108,0.017,258858.00,279500.00,3.907,3.940,4.040,4.056,253052.69,256508.13,3.06,3095076.00,,,  ,68.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"12" ,4.056,4.089,4.137,423114.50,930414.38,8.15,9.44,0.95,0.081,0.029,279500.00,259104.07,4.040,4.056,4.139,4.147,256508.13,259104.07,1.30,680686.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"13" ,4.153,4.172,4.214,755534.59,826433.91,7.24,16.85,0.84,0.060,0.017,259620.57,266997.00,4.139,4.147,4.197,4.214,259620.57,261558.10,1.02,1015764.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"14" ,4.214,4.230,4.284,732550.22,759157.92,6.65,16.34,0.77,0.070,0.015,266997.00,263814.93,4.197,4.214,4.296,4.313,261558.10,263814.93,1.38,994640.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"15" ,4.317,4.346,4.383,292804.94,429088.33,3.76,6.53,0.44,0.066,0.020,264864.95,266982.14,4.296,4.313,4.387,4.396,264864.95,266982.14,1.25,558616.00,,,  ,204.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"16" ,4.474,4.487,4.517,143783.66,116113.99,1.02,3.21,0.12,0.043,0.013,269908.92,271297.34,4.462,4.470,4.520,4.528,269908.92,271297.34,1.16,414113.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"17" ,4.531,4.545,4.559,199745.75,127062.76,1.11,4.46,0.13,0.028,0.012,271756.49,272656.03,4.520,4.528,4.570,4.594,271756.49,272656.03,1.20,471936.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"18" ,4.641,4.669,4.689,1148068.83,996440.72,8.73,25.61,1.02,0.048,0.013,268435.02,270545.26,4.628,4.636,4.694,4.710,268435.02,270545.26,1.18,1417751.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"19" ,4.859,4.884,4.917,2981744.59,3903066.03,34.18,66.51,3.98,0.058,0.019,374690.00,563287.00,4.810,4.826,4.909,4.934,278059.52,280608.86,1.53,3260897.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"20" ,4.917,4.942,4.997,529812.25,983653.83,8.61,11.82,1.00,0.079,0.046,563287.00,284093.83,4.909,4.934,5.009,5.067,280608.86,284093.83,0.68,811514.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"21" ,5.083,5.108,5.143,1458667.40,1380276.46,12.09,32.54,1.41,0.060,0.014,285155.00,282926.76,5.009,5.067,5.158,5.182,282355.62,282926.76,1.04,1741258.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"22" ,5.257,5.282,5.323,208269.76,414261.47,3.63,4.65,0.42,0.066,0.040,222850.00,235616.00,5.224,5.257,5.323,5.348,222850.00,235616.00,1.83,435905.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"23" ,5.444,5.456,5.485,445924.02,436926.14,3.83,9.95,0.45,0.041,0.016,285769.55,286155.50,5.398,5.406,5.489,5.505,285769.55,286155.50,2.50,731806.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"24" ,5.514,5.539,5.555,1815966.36,1723564.58,15.09,40.50,1.76,0.041,0.017,286433.81,286820.68,5.489,5.505,5.555,5.563,286433.81,286820.68,0.75,2102632.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"25" ,5.588,5.638,5.713,4483337.95,11418290.41,100.00,100.00,11.65,0.124,0.028,350770.00,710377.00,5.555,5.563,5.704,5.713,287135.92,288311.48,1.58,4770944.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"26" ,5.713,5.729,5.762,1976791.91,2361471.10,20.68,44.09,2.41,0.050,0.017,710377.00,417230.00,5.704,5.713,5.762,5.779,288311.48,288781.61,1.08,2265260.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"27" ,5.762,5.804,5.820,528889.48,785366.79,6.88,11.80,0.80,0.058,0.018,417230.00,343958.00,5.762,5.779,5.820,5.828,288781.61,289330.12,0.60,818063.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"28" ,5.820,5.837,5.870,159515.11,271660.65,2.38,3.56,0.28,0.050,0.023,343958.00,333119.00,5.820,5.828,5.853,5.895,289330.12,289800.41,3.50,449002.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"29" ,5.870,5.911,5.928,148319.09,244309.35,2.14,3.31,0.25,0.058,0.020,333119.00,327848.00,5.853,5.895,5.920,5.936,294269.79,295506.30,0.43,443472.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"30" ,5.928,5.953,6.011,2119303.62,2272961.73,19.91,47.27,2.32,0.083,0.014,327848.00,311465.00,5.920,5.936,6.052,6.069,295506.30,297272.89,1.31,2415340.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"31" ,6.059,6.102,6.147,182360.63,347414.00,3.04,4.07,0.35,0.089,0.043,295411.12,295699.18,6.052,6.069,6.151,6.176,295411.12,295699.18,0.74,477912.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"32" ,6.178,6.209,6.223,146375.35,191942.10,1.68,3.26,0.20,0.044,0.030,295799.42,295943.18,6.151,6.176,6.226,6.234,295799.42,295943.18,0.38,442276.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"33" ,6.317,6.358,6.405,2090129.61,2441591.83,21.38,46.62,2.49,0.088,0.016,303315.00,292558.24,6.259,6.301,6.416,6.425,292556.63,292558.24,1.01,2382687.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"34" ,6.478,6.499,6.564,282084.35,646463.56,5.66,6.29,0.66,0.086,0.048,283306.61,282888.14,6.466,6.474,6.566,6.574,283306.61,282888.14,3.54,565286.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"35" ,6.577,6.624,6.681,2177633.91,2898207.92,25.38,48.57,2.96,0.104,0.019,276665.75,274447.00,6.566,6.574,6.673,6.731,276665.75,268632.16,0.61,2450740.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"36" ,6.723,6.756,6.781,1154462.58,1287083.01,11.27,25.75,1.31,0.058,0.018,273287.00,264241.00,6.673,6.731,6.814,6.831,264067.46,259765.90,0.75,1416072.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"37" ,6.882,6.897,6.951,192735.72,317203.39,2.78,4.30,0.32,0.069,0.026,262413.90,259570.97,6.814,6.831,6.955,6.980,262413.90,259570.97,3.90,454547.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"38" ,6.985,7.029,7.054,800269.31,1063788.53,9.32,17.85,1.09,0.069,0.020,260107.39,283557.00,6.955,6.980,7.046,7.062,260107.39,257536.21,0.66,1058734.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"39" ,7.054,7.087,7.137,1278229.14,1941172.21,17.00,28.51,1.98,0.083,0.019,283557.00,270695.00,7.046,7.062,7.129,7.137,257536.21,254441.90,1.78,1534528.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"40" ,7.137,7.170,7.223,1129851.45,1844046.84,16.15,25.20,1.88,0.086,0.025,270695.00,251214.41,7.129,7.137,7.261,7.294,254441.90,251214.41,0.88,1383056.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"41" ,7.300,7.319,7.410,260242.81,700101.82,6.13,5.80,0.71,0.109,0.044,239776.04,236681.12,7.261,7.294,7.402,7.419,239776.04,236681.12,5.42,499490.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"42" ,7.411,7.452,7.510,421282.47,934519.24,8.18,9.40,0.95,0.099,0.021,236649.89,269825.00,7.402,7.419,7.518,7.526,236649.89,233856.64,1.91,656780.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"43" ,7.529,7.551,7.576,132547.95,148867.80,1.30,2.96,0.15,0.046,0.018,233295.79,234438.00,7.518,7.526,7.568,7.584,233295.79,231981.81,0.90,365233.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"44" ,7.584,7.617,7.670,642419.78,934988.22,8.19,14.33,0.95,0.086,0.021,232319.00,229307.72,7.568,7.584,7.675,7.708,231747.40,229307.72,0.96,873230.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"45" ,7.725,7.783,7.848,242061.73,619638.20,5.43,5.40,0.63,0.123,0.033,247014.00,222132.94,7.675,7.708,7.858,7.882,225140.27,222132.94,2.20,465790.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"46" ,8.032,8.048,8.073,292007.66,387390.95,3.39,6.51,0.40,0.041,0.022,217673.57,251991.00,8.023,8.031,8.073,8.081,217673.57,216667.43,2.30,509280.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"47" ,8.073,8.106,8.156,563841.67,1017989.58,8.92,12.58,1.04,0.083,0.023,251991.00,241822.00,8.073,8.081,8.147,8.156,216667.43,214650.10,1.94,779702.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"48" ,8.156,8.180,8.245,276501.22,613505.90,5.37,6.17,0.63,0.089,0.053,241822.00,212470.50,8.147,8.156,8.238,8.255,214650.10,212470.50,1.62,490546.00,,,  ,109.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\024-Co2-6.D" ,"49" ,8.251,8.288,8.387,1275185.86,2244862.44,19.66,28.44,2.29,0.136,0.025,212330.40,209014.06,8.238,8.255,8.388,8.404,212330.40,209014.06,1.37,1486608.00,,,  ,69.1,,,,,,,,,,,
