"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D"," +EI TIC Scan 001-CoTXSS1.D "
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"36" ,7.137,7.170,7.220,1616751.64,2396450.35,24.50,33.80,2.45,0.083,0.023,280152.53,281200.02,7.129,7.137,7.261,7.294,280152.53,281200.02,0.90,1897323.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"37" ,7.304,7.319,7.408,238805.76,571252.26,5.84,4.99,0.59,0.104,0.028,274140.77,269230.25,7.261,7.294,7.402,7.419,274140.77,269230.25,5.87,512221.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"38" ,7.416,7.452,7.510,477924.06,946538.06,9.68,9.99,0.97,0.094,0.020,268844.15,313621.00,7.402,7.419,7.518,7.535,268844.15,264405.00,2.11,745071.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"39" ,7.534,7.551,7.567,139842.09,124213.76,1.27,2.92,0.13,0.033,0.017,263248.82,261698.97,7.518,7.535,7.568,7.584,263248.82,261698.97,0.89,402288.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"40" ,7.587,7.617,7.668,1054124.84,1408726.60,14.40,22.04,1.44,0.081,0.020,260753.57,256938.52,7.568,7.584,7.675,7.717,260753.57,256938.52,1.15,1313437.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"41" ,7.738,7.783,7.847,214267.05,525465.57,5.37,4.48,0.54,0.109,0.032,254891.87,249389.27,7.675,7.717,7.849,7.891,254891.87,249389.27,2.59,466892.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"42" ,8.034,8.048,8.073,193315.54,244469.13,2.50,4.04,0.25,0.039,0.021,244882.48,261091.00,8.023,8.032,8.073,8.081,244882.48,243552.01,2.00,437712.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"43" ,8.073,8.106,8.155,868642.93,1359770.32,13.90,18.16,1.39,0.082,0.022,261091.00,240750.14,8.073,8.081,8.147,8.164,243552.01,240750.14,1.77,1111069.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"44" ,8.156,8.181,8.197,166502.71,186027.06,1.90,3.48,0.19,0.041,0.020,240724.65,239344.60,8.147,8.164,8.189,8.205,240724.65,239344.60,0.62,406396.00,,,  ,109.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"45" ,8.198,8.230,8.255,94225.05,195488.64,2.00,1.97,0.20,0.057,0.036,239312.97,239661.00,8.189,8.205,8.247,8.255,239312.97,237360.50,0.70,332430.00,,,  ,131.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"46" ,8.255,8.288,8.356,635273.43,1231881.43,12.59,13.28,1.26,0.101,0.027,239661.00,233916.70,8.247,8.255,8.388,8.404,237360.50,233916.70,1.76,871508.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"47" ,8.410,8.446,8.470,368980.82,551048.09,5.63,7.71,0.56,0.060,0.023,226785.71,225735.02,8.388,8.404,8.470,8.495,226785.71,225735.02,0.61,595137.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"48" ,8.611,8.644,8.698,851834.19,1435479.15,14.68,17.81,1.47,0.087,0.024,305469.00,221726.50,8.562,8.578,8.711,8.760,223254.30,221726.50,0.96,1074508.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"49" ,8.808,8.835,8.893,141729.47,348045.94,3.56,2.96,0.36,0.085,0.034,217264.91,218771.00,8.711,8.760,8.885,8.934,217264.91,216144.36,2.23,358640.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"50" ,8.927,8.959,9.043,571288.05,990240.93,10.12,11.94,1.01,0.115,0.024,215688.11,214165.09,8.885,8.934,9.042,9.058,215688.11,214165.09,0.99,786557.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"51" ,9.060,9.092,9.122,432829.09,706514.78,7.22,9.05,0.72,0.062,0.026,213940.42,213120.51,9.042,9.058,9.116,9.133,213940.42,213120.51,0.79,646347.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"52" ,9.133,9.183,9.216,192939.86,506839.15,5.18,4.03,0.52,0.083,0.049,212974.93,233978.00,9.116,9.133,9.208,9.224,212974.93,211876.55,0.92,405254.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"53" ,9.216,9.249,9.281,451071.26,743768.09,7.60,9.43,0.76,0.065,0.026,233978.00,211017.95,9.208,9.224,9.290,9.365,211876.55,211017.95,0.87,662510.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"54" ,9.373,9.406,9.431,309410.99,537170.75,5.49,6.47,0.55,0.058,0.028,214225.55,322444.00,9.290,9.365,9.423,9.431,214225.55,213783.67,0.98,523385.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"55" ,9.431,9.439,9.544,148140.78,476436.83,4.87,3.10,0.49,0.113,0.049,322444.00,212921.18,9.423,9.431,9.539,9.564,213783.67,212921.18,5.22,361861.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"56" ,9.567,9.589,9.613,81616.56,129180.20,1.32,1.71,0.13,0.046,0.026,212739.77,233735.00,9.539,9.564,9.605,9.622,212739.77,212388.10,1.78,294195.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"57" ,9.613,9.655,9.704,510566.00,985360.65,10.07,10.67,1.01,0.091,0.028,233735.00,231550.00,9.605,9.622,9.688,9.721,212388.10,211690.32,1.01,722637.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"58" ,9.704,9.729,9.754,65071.89,116923.68,1.20,1.36,0.12,0.050,0.030,231550.00,220132.00,9.688,9.721,9.746,9.787,211690.32,211309.77,1.40,276572.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"59" ,9.754,9.804,9.832,71002.91,137399.20,1.40,1.48,0.14,0.078,0.026,220132.00,210711.63,9.746,9.787,9.829,9.845,211309.77,210711.63,0.40,281932.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"60" ,9.837,9.911,9.978,602448.46,1536943.85,15.71,12.59,1.57,0.141,0.032,210673.22,224251.00,9.829,9.845,9.969,9.994,210673.22,209596.97,0.80,812553.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"61" ,9.978,10.011,10.033,66176.69,112604.65,1.15,1.38,0.12,0.056,0.027,224251.00,209171.11,9.969,9.994,10.027,10.044,209596.97,209171.11,0.39,275520.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"62" ,10.090,10.152,10.251,502568.15,1434939.68,14.67,10.51,1.47,0.161,0.038,208740.39,209756.00,10.077,10.094,10.243,10.292,208740.39,207503.62,1.38,710833.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"63" ,10.294,10.317,10.381,67325.83,199304.35,2.04,1.41,0.20,0.087,0.055,207173.09,206506.76,10.243,10.292,10.375,10.392,207173.09,206506.76,2.78,274322.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"64" ,10.393,10.442,10.485,221801.40,617008.67,6.31,4.64,0.63,0.092,0.047,206417.09,205712.56,10.375,10.392,10.483,10.549,206417.09,205712.56,0.72,427846.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"65" ,10.591,10.640,10.677,172798.73,384325.12,3.93,3.61,0.39,0.086,0.034,218209.00,204242.12,10.582,10.607,10.690,10.822,204902.82,204242.12,0.72,377321.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"66" ,10.814,10.872,11.011,125117.95,668375.59,6.83,2.62,0.68,0.197,0.091,184501.00,189834.19,10.690,10.822,10.996,11.088,182326.16,189834.19,3.20,309655.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"67" ,11.063,11.129,11.154,193799.96,536480.00,5.48,4.05,0.55,0.091,0.056,187690.00,272016.00,10.996,11.088,11.145,11.162,165265.94,169684.26,0.51,362279.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"68" ,11.154,11.228,11.303,540105.90,1733994.29,17.73,11.29,1.78,0.149,0.041,272016.00,179337.00,11.145,11.162,11.278,11.336,169684.26,176913.95,0.45,713405.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"69" ,11.386,11.477,11.543,1270612.15,3299352.29,33.73,26.56,3.38,0.157,0.036,211702.00,191567.00,11.278,11.336,11.526,11.626,180930.53,188561.95,0.55,1455961.00,,,  ,83.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"70" ,11.611,11.676,11.775,90358.04,430996.81,4.41,1.89,0.44,0.164,0.077,191836.30,200845.00,11.526,11.626,11.758,11.883,191836.30,199809.02,1.94,285347.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"71" ,11.877,11.949,12.007,706053.07,1796882.02,18.37,14.76,1.84,0.130,0.037,204745.88,243799.00,11.758,11.883,11.990,12.015,204745.88,211055.29,0.92,914297.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"72" ,12.007,12.040,12.065,230941.75,555628.99,5.68,4.83,0.57,0.058,0.041,243799.00,405735.00,11.990,12.015,12.056,12.065,211055.29,213866.65,0.50,443604.00,,,  ,218.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"73" ,12.065,12.090,12.148,385080.13,885420.67,9.05,8.05,0.91,0.083,0.043,405735.00,220221.00,12.056,12.065,12.131,12.214,213866.65,217884.04,1.04,600152.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"74" ,12.156,12.288,12.355,84848.01,374797.17,3.83,1.77,0.38,0.199,0.052,218398.00,229226.00,12.131,12.214,12.322,12.371,218284.97,227925.09,0.56,309560.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"75" ,12.363,12.396,12.421,56875.21,121482.25,1.24,1.19,0.12,0.058,0.036,232352.00,241657.00,12.322,12.371,12.413,12.429,228326.83,231139.00,1.12,286809.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"76" ,12.421,12.479,12.636,888841.63,2797588.06,28.60,18.58,2.87,0.215,0.041,241657.00,243789.00,12.413,12.429,12.661,12.818,231139.00,241581.79,1.60,1122792.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"77" ,12.777,12.852,12.893,66349.72,253272.31,2.59,1.39,0.26,0.116,0.134,210657.00,241934.00,12.661,12.818,12.868,12.959,206253.23,207928.54,1.52,273680.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"78" ,12.943,12.992,13.070,122499.99,370572.42,3.79,2.56,0.38,0.127,0.040,247852.00,250334.20,12.868,12.959,13.059,13.092,235859.97,250334.20,2.31,364025.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"79" ,13.082,13.125,13.175,221842.03,549538.83,5.62,4.64,0.56,0.092,0.040,251799.36,268350.00,13.059,13.092,13.166,13.183,251799.36,262300.01,1.38,478477.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"80" ,13.175,13.232,13.265,574524.45,1439442.20,14.72,12.01,1.47,0.091,0.040,268350.00,272650.80,13.166,13.183,13.282,13.373,262300.01,272650.80,0.62,843434.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"81" ,13.442,13.506,13.567,2845693.95,7443135.02,76.10,59.49,7.62,0.125,0.040,292784.77,307001.51,13.282,13.373,13.647,13.713,292784.77,307001.51,0.85,3145766.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"82" ,13.703,13.812,13.866,89548.67,515445.03,5.27,1.87,0.53,0.162,0.108,226687.83,248068.90,13.647,13.713,13.920,14.019,226687.83,248068.90,0.57,330578.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"83" ,14.243,14.276,14.301,99284.33,182785.61,1.87,2.08,0.19,0.058,0.030,247877.00,274844.00,13.920,14.019,14.301,14.334,242577.89,274844.00,1.07,360300.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"84" ,14.326,14.359,14.400,49229.28,119458.16,1.22,1.03,0.12,0.075,0.075,262075.00,305051.00,14.301,14.334,14.384,14.549,262075.00,305051.00,8.45,330409.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"85" ,15.179,15.311,15.336,380017.02,1425804.99,14.58,7.94,1.46,0.157,0.051,639754.00,883529.00,14.384,14.549,15.336,15.344,607541.75,653903.86,0.31,1026599.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\022-Co2-4.D" ,"86" ,15.336,15.386,15.427,339068.37,1660346.86,16.98,7.09,1.70,0.091,0.141,883529.00,969078.00,15.336,15.344,15.394,15.477,653903.86,680745.86,1.83,1007616.00,,,  ,207.1,,,,,,,,S,,,

"D:\temp\HonghaoSu\October-2022\023-Co2-5.D"," +EI TIC Scan 023-Co2-5.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D"," +EI TIC Scan 023-Co2-5.d "
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"1" ,3.228,3.236,3.253,116325.72,123536.08,1.12,2.38,0.14,0.025,0.018,302098.00,322750.00,3.178,3.228,3.253,3.261,293624.83,290760.09,3.06,408995.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"2" ,3.253,3.269,3.311,321200.01,411654.36,3.75,6.56,0.47,0.058,0.018,322750.00,287420.00,3.253,3.261,3.303,3.369,290760.09,284071.22,1.71,610049.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"3" ,3.364,3.385,3.435,428188.83,471624.99,4.29,8.74,0.54,0.071,0.014,277961.78,285085.00,3.303,3.369,3.427,3.435,277961.78,269741.78,1.00,703662.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"4" ,3.435,3.452,3.485,111420.33,146807.49,1.34,2.28,0.17,0.050,0.019,285085.00,269703.00,3.427,3.435,3.460,3.485,269741.78,264008.46,0.93,379251.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"5" ,3.543,3.559,3.592,448952.59,576393.21,5.25,9.17,0.66,0.050,0.019,258353.00,292925.00,3.526,3.543,3.584,3.609,257321.51,251588.19,2.30,704363.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"6" ,3.592,3.626,3.659,370268.09,627579.08,5.71,7.56,0.72,0.066,0.019,292925.00,301458.00,3.584,3.609,3.650,3.667,251588.19,243945.69,1.00,618036.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"7" ,3.659,3.684,3.708,169277.96,292905.57,2.67,3.46,0.34,0.050,0.027,301458.00,264956.00,3.650,3.667,3.700,3.717,243945.69,238214.30,1.00,410357.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"8" ,3.708,3.725,3.758,165035.81,280238.00,2.55,3.37,0.32,0.050,0.027,264956.00,250488.00,3.700,3.717,3.750,3.758,238214.30,232480.98,1.22,401339.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"9" ,3.783,3.799,3.840,945237.86,937333.25,8.54,19.30,1.08,0.057,0.013,274056.00,222998.89,3.750,3.758,3.866,3.882,229614.32,222998.89,1.08,1172943.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"10" ,3.949,3.982,4.056,2519084.33,3535231.30,32.19,51.44,4.06,0.108,0.016,225955.00,278253.00,3.907,3.940,4.040,4.056,206085.95,237138.29,3.09,2734723.00,,,  ,68.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"11" ,4.056,4.089,4.128,354492.67,646738.48,5.89,7.24,0.74,0.072,0.029,280142.33,280142.33,4.040,4.056,4.131,4.147,280142.33,280142.33,1.11,634635.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"12" ,4.149,4.172,4.214,697425.00,833950.34,7.59,14.24,0.96,0.064,0.018,233827.00,275853.00,4.131,4.147,4.197,4.214,233827.00,233827.00,1.24,931252.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"13" ,4.215,4.230,4.262,664546.77,575677.38,5.24,13.57,0.66,0.047,0.015,294285.32,299072.98,4.197,4.214,4.296,4.313,294285.32,299072.98,1.44,960388.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"14" ,4.320,4.354,4.379,122238.45,206251.84,1.88,2.50,0.24,0.059,0.028,276583.65,273811.98,4.296,4.313,4.387,4.396,276583.65,273811.98,0.72,397213.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"15" ,4.531,4.545,4.560,211061.75,135256.07,1.23,4.31,0.16,0.029,0.012,266687.73,265321.35,4.520,4.528,4.578,4.603,266687.73,265321.35,1.17,477105.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"16" ,4.639,4.669,4.691,1113203.75,1005317.10,9.15,22.73,1.15,0.052,0.014,261632.16,259203.87,4.628,4.636,4.694,4.744,261632.16,259203.87,1.10,1373422.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"17" ,4.745,4.777,4.826,356633.58,670073.22,6.10,7.28,0.77,0.081,0.024,256257.07,294169.00,4.694,4.744,4.810,4.826,256257.07,252351.46,1.84,611384.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"18" ,4.860,4.884,4.917,3396631.53,4353841.43,39.64,69.36,5.00,0.058,0.018,345433.00,564404.00,4.810,4.826,4.917,4.926,250752.15,247954.16,1.72,3646185.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"19" ,4.917,4.942,5.007,536058.32,1113070.94,10.14,10.95,1.28,0.090,0.038,564404.00,243617.54,4.917,4.926,5.009,5.067,247954.16,243617.54,0.99,782813.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"20" ,5.083,5.108,5.149,1372241.55,1321031.75,12.03,28.02,1.52,0.066,0.014,264546.00,265919.16,5.009,5.067,5.158,5.183,264438.46,265919.16,1.06,1637240.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"21" ,5.263,5.282,5.319,114687.16,227979.54,2.08,2.34,0.26,0.057,0.041,262027.33,264228.58,5.232,5.257,5.323,5.348,262027.33,264228.58,2.02,377461.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"22" ,5.443,5.456,5.487,442370.63,461472.83,4.20,9.03,0.53,0.044,0.017,267355.12,268550.22,5.398,5.406,5.489,5.514,267355.12,268550.22,2.53,710071.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"23" ,5.514,5.539,5.555,1701531.95,1619078.68,14.74,34.75,1.86,0.041,0.017,269263.39,270373.39,5.489,5.514,5.555,5.563,269263.39,270373.39,0.73,1971460.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"24" ,5.588,5.638,5.713,4896784.65,10982192.62,100.00,100.00,12.62,0.124,0.024,350166.00,663750.00,5.555,5.563,5.704,5.713,271264.47,274606.21,0.91,5169386.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"25" ,5.713,5.729,5.762,2195817.16,2483075.67,22.61,44.84,2.85,0.050,0.016,663750.00,383598.00,5.704,5.713,5.762,5.779,274606.21,275943.09,0.91,2470869.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"26" ,5.762,5.804,5.820,470053.30,720953.33,6.56,9.60,0.83,0.058,0.019,383598.00,332476.00,5.762,5.779,5.820,5.828,275943.09,277502.32,0.60,747110.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"27" ,5.820,5.837,5.928,148484.05,474497.30,4.32,3.03,0.55,0.108,0.025,332476.00,308664.00,5.820,5.828,5.853,5.895,277502.32,280398.44,3.50,426432.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"28" ,5.928,5.953,6.011,1895936.82,2088033.05,19.01,38.72,2.40,0.083,0.014,308664.00,293742.00,5.853,5.895,6.002,6.077,272270.10,274598.14,1.36,2168905.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"29" ,6.052,6.102,6.148,188709.94,340038.96,3.10,3.85,0.39,0.096,0.024,276186.00,271509.48,6.002,6.077,6.151,6.176,270190.78,271509.48,0.75,459584.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"30" ,6.177,6.209,6.222,131253.73,177092.88,1.61,2.68,0.20,0.044,0.031,271910.61,272521.33,6.151,6.176,6.259,6.309,271910.61,272521.33,0.34,403608.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"31" ,6.326,6.359,6.399,1650097.35,1781794.64,16.22,33.70,2.05,0.073,0.016,273957.05,274967.02,6.259,6.309,6.408,6.425,273957.05,274967.02,0.93,1924501.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"32" ,6.479,6.499,6.561,273440.85,557203.51,5.07,5.58,0.64,0.081,0.045,276064.58,277184.29,6.408,6.425,6.566,6.574,276064.58,277184.29,2.94,549780.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"33" ,6.578,6.624,6.682,2313617.13,3082271.45,28.07,47.25,3.54,0.104,0.019,267136.16,268253.00,6.566,6.574,6.673,6.731,267136.16,265938.90,0.61,2580225.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"34" ,6.723,6.756,6.794,1077203.01,1165474.88,10.61,22.00,1.34,0.071,0.017,266468.00,254022.15,6.673,6.731,6.806,6.831,257393.21,254022.15,0.74,1333023.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"35" ,6.882,6.897,6.930,176831.16,237651.25,2.16,3.61,0.27,0.048,0.025,255482.53,257862.00,6.806,6.831,6.955,6.980,255482.53,253502.99,2.18,431702.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"36" ,6.986,7.029,7.054,924727.52,1141667.58,10.40,18.88,1.31,0.068,0.019,251060.54,257320.00,6.955,6.980,7.046,7.062,251060.54,248546.74,0.69,1174196.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"37" ,7.054,7.087,7.137,1360238.23,2159496.08,19.66,27.78,2.48,0.083,0.019,257320.00,265496.00,7.046,7.062,7.129,7.137,248546.74,245474.92,1.73,1607556.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"38" ,7.137,7.170,7.224,1039733.05,1838254.79,16.74,21.23,2.11,0.087,0.028,265496.00,242259.62,7.129,7.137,7.261,7.294,245474.92,242259.62,0.82,1283979.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"39" ,7.303,7.319,7.410,249842.34,622384.42,5.67,5.10,0.71,0.108,0.027,235039.24,231537.59,7.261,7.294,7.402,7.419,235039.24,231537.59,5.58,484340.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"40" ,7.411,7.452,7.522,405420.69,867192.63,7.90,8.28,1.00,0.111,0.021,231518.58,227888.61,7.402,7.419,7.518,7.535,231518.58,227888.61,1.95,635602.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\023-Co2-5.D" ,"41" ,7.528,7.551,7.576,153354.82,172082.65,1.57,3.13,0.20,0.048,0.019,227701.76,226139.63,7.518,7.535,7.568,7.584,227701.76,226139.63,0.81,380299.00,,,  ,91.1,,,,,,,,,,,
