"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D"," +EI TIC Scan 00-Blank-3.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D"," +EI TIC Scan 00-Blank-3.d "
"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"10" ,3.783,3.799,3.836,1482311.27,1313069.61,8.72,23.75,1.10,0.053,0.013,308986.00,273163.49,3.750,3.766,3.907,3.940,274596.75,273163.49,1.01,1756460.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"11" ,3.953,3.982,4.056,3259675.58,4191116.73,27.84,52.23,3.51,0.103,0.017,269998.47,280662.00,3.907,3.940,4.040,4.056,269998.47,267205.78,2.72,3528897.00,,,  ,68.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"12" ,4.056,4.073,4.123,462859.24,848772.16,5.64,7.42,0.71,0.067,0.029,280662.00,265400.37,4.040,4.056,4.131,4.147,267205.78,265400.37,2.87,729617.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"13" ,4.152,4.172,4.195,887995.90,901808.05,5.99,14.23,0.75,0.043,0.017,264598.72,263438.72,4.131,4.147,4.197,4.213,264598.72,263438.72,0.96,1152066.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"14" ,4.205,4.230,4.292,891009.52,931753.84,6.19,14.28,0.78,0.087,0.015,270768.00,260825.53,4.197,4.213,4.296,4.313,263174.06,260825.53,1.50,1153512.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"15" ,4.318,4.362,4.379,142690.23,202114.12,1.34,2.29,0.17,0.061,0.021,260124.40,258477.10,4.296,4.313,4.379,4.396,260124.40,258477.10,0.58,401609.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"16" ,4.397,4.412,4.461,181124.84,223094.92,1.48,2.90,0.19,0.064,0.014,257978.49,256244.55,4.379,4.396,4.462,4.478,257978.49,256244.55,3.62,438700.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"17" ,4.476,4.487,4.528,138127.92,205127.64,1.36,2.21,0.17,0.052,0.033,255836.76,277582.00,4.462,4.478,4.520,4.528,255836.76,254439.48,4.84,393687.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"18" ,4.528,4.545,4.570,382110.82,352122.60,2.34,6.12,0.29,0.041,0.013,277582.00,251654.00,4.520,4.528,4.561,4.603,251239.04,251556.88,1.00,633477.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"19" ,4.640,4.669,4.692,1669124.68,1534723.93,10.20,26.74,1.28,0.052,0.015,268617.68,271982.17,4.628,4.636,4.694,4.743,268617.68,271982.17,1.17,1939641.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"20" ,4.744,4.760,4.826,444060.18,935440.15,6.21,7.11,0.78,0.082,0.033,281401.05,357333.00,4.694,4.743,4.810,4.826,281401.05,289423.74,4.88,726986.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"21" ,4.859,4.884,4.917,3458248.79,4601417.33,30.57,55.41,3.85,0.058,0.019,427729.00,636467.00,4.810,4.826,4.909,4.926,292671.88,298358.99,1.61,3753358.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"22" ,4.917,4.942,4.975,649727.32,1192831.63,7.92,10.41,1.00,0.058,0.046,636467.00,305698.00,4.909,4.926,5.017,5.083,298358.99,304044.46,0.66,950522.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"23" ,5.091,5.108,5.148,1638594.13,1501975.69,9.98,26.25,1.26,0.057,0.014,302650.93,307110.85,5.017,5.083,5.158,5.182,302650.93,307110.85,1.04,1942579.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"24" ,5.258,5.273,5.336,210086.34,466142.61,3.10,3.37,0.39,0.078,0.044,248332.14,269209.32,5.207,5.257,5.331,5.348,248332.14,269209.32,4.70,462499.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"25" ,5.444,5.456,5.482,505565.27,479674.92,3.19,8.10,0.40,0.038,0.015,345964.51,347193.40,5.389,5.414,5.489,5.514,345964.51,347193.40,2.43,851898.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"26" ,5.515,5.539,5.554,2227311.54,2145384.23,14.25,35.69,1.80,0.039,0.017,348255.02,349518.63,5.489,5.514,5.555,5.563,348255.02,349518.63,0.69,2576316.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"27" ,5.588,5.638,5.712,6241538.36,15052764.98,100.00,100.00,12.60,0.124,0.028,392886.00,961162.00,5.555,5.563,5.704,5.712,350607.28,354615.14,1.72,6593749.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"28" ,5.712,5.729,5.762,2407388.40,2976682.26,19.77,38.57,2.49,0.050,0.018,961162.00,532558.00,5.704,5.712,5.762,5.787,354615.14,356217.97,1.15,2762538.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"29" ,5.787,5.804,5.820,670188.90,732026.63,4.86,10.74,0.61,0.033,0.018,523292.00,407996.00,5.762,5.787,5.820,5.828,357019.65,358088.55,0.37,1027743.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"30" ,5.820,5.837,5.870,174810.99,271843.94,1.81,2.80,0.23,0.050,0.088,407996.00,390984.00,5.820,5.828,5.853,5.928,358088.55,359691.37,5.50,533434.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"31" ,5.928,5.953,6.002,2415600.90,2501719.75,16.62,38.70,2.09,0.075,0.014,400281.00,373855.00,5.853,5.928,6.002,6.085,361561.96,363966.46,1.04,2777964.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"32" ,6.085,6.102,6.127,249916.76,327895.50,2.18,4.00,0.27,0.041,0.024,336552.00,361650.00,6.002,6.085,6.127,6.176,336552.00,361650.00,1.73,596512.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"33" ,6.178,6.209,6.221,167229.48,213739.59,1.42,2.68,0.18,0.043,0.030,369641.37,371012.55,6.127,6.176,6.226,6.300,369641.37,371012.55,0.32,537875.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"34" ,6.317,6.358,6.401,2597356.94,2835290.63,18.84,41.61,2.37,0.084,0.015,387623.00,376830.15,6.226,6.300,6.408,6.441,374118.93,376830.15,1.01,2972812.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"35" ,6.481,6.499,6.561,327740.16,616446.67,4.10,5.25,0.52,0.080,0.024,379416.45,381984.56,6.466,6.474,6.565,6.574,379416.45,381984.56,3.05,707737.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"36" ,6.579,6.623,6.670,2991125.53,3978786.78,26.43,47.92,3.33,0.091,0.019,368412.80,357157.08,6.565,6.574,6.673,6.731,368412.80,357157.08,0.59,3354042.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"37" ,6.731,6.756,6.772,1346746.53,1290356.61,8.57,21.58,1.08,0.041,0.017,348398.15,341982.50,6.673,6.731,6.806,6.830,348398.15,341982.50,0.72,1691292.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"38" ,6.881,6.897,6.959,272926.31,469273.25,3.12,4.37,0.39,0.078,0.026,316104.61,281599.43,6.806,6.830,6.955,6.980,316104.61,281599.43,2.06,582069.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"39" ,6.980,7.029,7.054,1286175.15,1750911.06,11.63,20.61,1.47,0.075,0.019,272569.00,321475.00,6.955,6.980,7.046,7.062,272569.00,269247.40,0.46,1556530.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"40" ,7.054,7.079,7.137,1772594.75,2956146.82,19.64,28.40,2.47,0.083,0.020,321475.00,331808.00,7.046,7.062,7.129,7.137,277834.10,276381.55,3.24,2049993.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"41" ,7.137,7.170,7.228,1453293.59,2628849.16,17.46,23.28,2.20,0.091,0.028,331808.00,279863.00,7.129,7.137,7.261,7.294,276381.55,274783.72,0.81,1729094.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"42" ,7.296,7.319,7.410,399506.11,1091369.78,7.25,6.40,0.91,0.114,0.030,273595.89,299109.00,7.261,7.294,7.402,7.418,273595.89,271588.05,5.20,672692.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"43" ,7.410,7.452,7.526,626747.37,1532670.94,10.18,10.04,1.28,0.116,0.041,299109.00,282601.00,7.402,7.418,7.518,7.526,271588.05,269554.37,1.86,897609.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"44" ,7.526,7.551,7.568,208737.19,266695.60,1.77,3.34,0.22,0.041,0.020,282601.00,286550.00,7.518,7.526,7.568,7.584,269554.37,268828.24,0.69,477856.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"45" ,7.568,7.617,7.670,832870.47,1269338.87,8.43,13.34,1.06,0.103,0.021,286550.00,267026.70,7.568,7.584,7.675,7.717,268828.24,267026.70,0.87,1100827.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"46" ,7.725,7.783,7.848,342985.56,950758.79,6.32,5.50,0.80,0.123,0.034,279732.00,263902.83,7.675,7.717,7.849,7.882,266068.13,263902.83,2.47,608037.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"47" ,8.032,8.048,8.073,308937.78,361648.39,2.40,4.95,0.30,0.041,0.020,260678.88,281583.00,8.023,8.031,8.073,8.081,260678.88,259967.37,1.71,569341.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"48" ,8.073,8.106,8.156,717573.48,1154132.34,7.67,11.50,0.97,0.083,0.022,281583.00,264300.00,8.073,8.081,8.147,8.156,259967.37,258514.82,1.68,976960.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"49" ,8.256,8.288,8.358,1349925.14,2258608.99,15.00,21.63,1.89,0.102,0.025,256752.56,254955.99,8.230,8.255,8.354,8.404,256752.56,254955.99,1.23,1606116.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"50" ,8.407,8.437,8.468,452951.96,671216.26,4.46,7.26,0.56,0.061,0.023,254097.18,253030.73,8.354,8.404,8.470,8.528,254097.18,253030.73,1.16,706528.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"51" ,8.576,8.644,8.696,732002.50,1500047.20,9.97,11.73,1.26,0.120,0.026,251893.13,251492.21,8.561,8.570,8.710,8.752,251893.13,251492.21,0.39,983667.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"52" ,8.805,8.835,8.889,168220.64,417370.60,2.77,2.70,0.35,0.083,0.037,246720.71,246434.59,8.710,8.752,8.884,8.926,246720.71,246434.59,1.96,414841.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"53" ,8.926,8.959,9.050,1734730.33,3038683.13,20.19,27.79,2.54,0.124,0.025,248211.00,248937.00,8.884,8.926,9.033,9.058,243193.68,242278.75,0.88,1977680.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"54" ,9.050,9.083,9.124,814487.87,1329621.32,8.83,13.05,1.11,0.074,0.026,248937.00,242760.12,9.033,9.058,9.116,9.133,244266.39,242760.12,1.28,1058084.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"55" ,9.125,9.182,9.216,251805.33,760327.62,5.05,4.03,0.64,0.091,0.053,242754.24,256572.00,9.116,9.133,9.207,9.224,242754.24,240914.07,0.61,493390.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"56" ,9.216,9.249,9.273,392815.53,639127.78,4.25,6.29,0.54,0.058,0.026,256572.00,239749.21,9.207,9.224,9.282,9.356,240914.07,239749.21,0.70,633059.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"57" ,9.366,9.398,9.423,196020.54,390305.66,2.59,3.14,0.33,0.056,0.046,237862.00,342843.00,9.282,9.356,9.414,9.431,237862.00,236723.51,1.30,433247.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"58" ,9.423,9.448,9.543,200506.10,750534.49,4.99,3.21,0.63,0.120,0.085,342843.00,234285.26,9.414,9.431,9.530,9.563,236723.51,234285.26,2.42,436727.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"59" ,9.605,9.655,9.754,650803.66,1343524.94,8.93,10.43,1.12,0.149,0.027,239177.00,230021.66,9.597,9.621,9.746,9.837,233035.89,230021.66,1.00,882834.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"60" ,9.830,9.903,9.978,630132.51,1834378.63,12.19,10.10,1.54,0.149,0.035,229590.03,226308.05,9.746,9.837,9.978,10.044,229590.03,226308.05,1.02,858099.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"61" ,10.090,10.151,10.239,917566.17,2425406.86,16.11,14.70,2.03,0.149,0.036,232641.95,231085.04,9.978,10.044,10.234,10.292,232641.95,231085.04,1.17,1149566.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"62" ,10.290,10.325,10.379,188810.49,499411.19,3.32,3.03,0.42,0.089,0.043,230551.79,229619.29,10.234,10.292,10.367,10.392,230551.79,229619.29,1.42,418991.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"63" ,10.392,10.441,10.483,326853.26,789149.31,5.24,5.24,0.66,0.091,0.041,229483.89,228528.22,10.367,10.392,10.474,10.541,229483.89,228528.22,0.70,555821.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"64" ,10.601,10.632,10.665,162854.94,291245.41,1.93,2.61,0.24,0.065,0.029,236020.38,235552.27,10.582,10.607,10.682,10.822,236020.38,235552.27,1.21,398650.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"65" ,10.799,10.864,11.054,175977.33,991606.63,6.59,2.82,0.83,0.255,0.069,190039.24,201792.00,10.682,10.822,10.988,11.079,190039.24,191072.36,3.52,366278.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"66" ,11.054,11.120,11.154,243012.65,698288.14,4.64,3.89,0.58,0.099,0.058,201792.00,312578.00,10.988,11.079,11.145,11.162,179829.21,183766.26,0.87,425467.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"67" ,11.154,11.228,11.286,478975.45,1639975.40,10.89,7.67,1.37,0.133,0.041,312578.00,192770.00,11.145,11.162,11.270,11.336,183766.26,189015.88,0.40,665695.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"68" ,11.385,11.477,11.533,1064861.15,2955096.07,19.63,17.06,2.47,0.147,0.036,241031.00,198787.27,11.270,11.336,11.526,11.626,192952.94,198787.27,0.44,1261423.00,,,  ,83.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"69" ,11.617,11.675,11.771,130162.05,570556.11,3.79,2.09,0.48,0.154,0.067,202700.00,208223.39,11.526,11.626,11.758,11.882,202138.95,208223.39,1.85,334598.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"70" ,11.872,11.949,11.998,406954.32,1202991.65,7.99,6.52,1.01,0.126,0.041,212226.64,260507.00,11.758,11.882,11.982,12.007,212226.64,217230.88,1.03,622217.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"71" ,11.998,12.089,12.139,609100.21,2340014.11,15.55,9.76,1.96,0.141,0.076,260507.00,240666.00,11.982,12.007,12.123,12.247,217230.88,222807.98,0.39,829940.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"72" ,12.139,12.280,12.353,115494.25,536734.92,3.57,1.85,0.45,0.214,0.046,240666.00,231269.60,12.123,12.247,12.330,12.371,222807.98,231269.60,0.41,343880.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"73" ,12.421,12.479,12.641,758266.14,2741639.57,18.21,12.15,2.30,0.220,0.042,245419.00,242671.86,12.330,12.371,12.644,12.810,233962.86,242671.86,3.42,994526.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"74" ,12.951,12.992,13.075,74987.26,287636.03,1.91,1.20,0.24,0.124,0.084,255450.00,272692.00,12.860,12.967,13.009,13.083,254960.03,259881.51,2.78,331588.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"75" ,13.075,13.133,13.174,570756.15,1490542.60,9.90,9.14,1.25,0.099,0.040,272692.00,327901.00,13.009,13.083,13.166,13.183,259881.51,263818.56,1.20,832934.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"76" ,13.174,13.224,13.271,1245167.24,3178403.80,21.12,19.95,2.66,0.096,0.040,327901.00,267629.04,13.166,13.183,13.282,13.365,263818.56,267629.04,0.89,1510954.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"77" ,13.423,13.497,13.577,2328174.86,6816140.81,45.28,37.30,5.71,0.154,0.043,300292.00,298200.87,13.282,13.365,13.572,13.597,288431.05,298200.87,1.39,2621326.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"78" ,13.704,13.812,13.929,132917.24,940568.60,6.25,2.13,0.79,0.225,0.118,232043.00,234014.70,13.655,13.713,13.928,14.110,224806.13,234014.70,1.09,362131.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"79" ,14.325,14.359,14.425,83855.41,275445.91,1.83,1.34,0.23,0.099,0.062,257847.00,292196.00,14.284,14.325,14.408,14.549,257847.00,292196.00,4.26,353154.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"80" ,15.179,15.311,15.336,462956.05,1533795.50,10.19,7.42,1.28,0.157,0.040,553952.00,788933.00,14.955,15.071,15.336,15.344,538041.74,571989.22,0.31,1029584.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\069-Co3-1M-3.D" ,"81" ,15.336,15.369,15.435,336106.03,1660256.19,11.03,5.38,1.39,0.099,0.141,788933.00,829949.00,15.336,15.344,15.386,15.477,571989.22,593430.67,3.25,915240.00,,,  ,207.1,,,,,,,,,,,

"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D"," +EI TIC Scan 070-Co3-1M-4.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D"," +EI TIC Scan 070-Co3-1M-4.d "
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"1" ,3.137,3.170,3.228,126905.53,185454.22,2.58,3.72,0.35,0.091,0.019,252297.00,245841.25,3.112,3.137,3.203,3.228,250553.89,245841.25,1.08,375743.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"2" ,3.228,3.245,3.278,84992.60,81997.94,1.14,2.49,0.16,0.050,0.017,245832.79,250718.00,3.203,3.228,3.261,3.319,245832.79,243259.98,0.94,329969.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"3" ,3.311,3.336,3.363,260603.89,249372.40,3.47,7.64,0.48,0.052,0.014,244862.00,238860.86,3.261,3.319,3.360,3.369,241544.43,238860.86,0.98,500861.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"4" ,3.369,3.385,3.422,258158.51,199401.39,2.78,7.57,0.38,0.053,0.012,238505.63,235763.72,3.360,3.369,3.427,3.435,238505.63,235763.72,1.03,495841.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"5" ,3.547,3.559,3.588,227087.98,222839.24,3.11,6.65,0.43,0.041,0.016,229328.84,227187.09,3.518,3.543,3.584,3.609,229328.84,227187.09,2.24,455761.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"6" ,3.597,3.625,3.650,166666.95,184594.60,2.57,4.88,0.35,0.053,0.016,226704.20,226400.00,3.584,3.609,3.650,3.675,226704.20,223953.73,1.39,391908.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"7" ,3.714,3.733,3.746,85467.45,76127.32,1.06,2.50,0.15,0.033,0.016,220673.33,218972.55,3.708,3.717,3.750,3.775,220673.33,218972.55,0.74,305131.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"8" ,3.784,3.799,3.826,560271.42,427545.78,5.96,16.42,0.82,0.042,0.012,217047.02,214848.69,3.750,3.775,3.866,3.882,217047.02,214848.69,1.12,776503.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"9" ,3.957,3.982,4.039,1638802.99,1889150.40,26.33,48.02,3.61,0.081,0.015,208044.71,203839.32,3.915,3.940,4.040,4.056,208044.71,203839.32,1.56,1845596.00,,,  ,95.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"10" ,4.059,4.089,4.120,215860.48,312387.78,4.35,6.33,0.60,0.061,0.026,202780.81,199643.82,4.040,4.056,4.131,4.147,202780.81,199643.82,0.54,417076.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"11" ,4.156,4.172,4.189,425569.66,343478.01,4.79,12.47,0.66,0.033,0.016,197783.40,196048.47,4.131,4.147,4.197,4.213,197783.40,196048.47,0.89,622495.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"12" ,4.214,4.230,4.259,334906.53,291822.51,4.07,9.81,0.56,0.044,0.015,194745.82,192445.34,4.197,4.213,4.305,4.313,194745.82,192445.34,1.51,528829.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"13" ,4.531,4.545,4.560,122223.53,79104.54,1.10,3.58,0.15,0.029,0.012,181397.82,180190.48,4.520,4.528,4.570,4.603,181397.82,180190.48,1.09,303038.00,,,  ,71.1,,,,,,,,,,,
