"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D"," +EI TIC Scan 00-Blank-3.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D"," +EI TIC Scan 00-Blank-3.d "
"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"9" ,3.708,3.725,3.750,151454.54,211924.11,2.03,3.55,0.24,0.041,0.026,258889.00,232791.91,3.708,3.717,3.750,3.758,232520.97,232791.91,1.40,384084.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"10" ,3.783,3.799,3.840,699907.44,631116.03,6.04,16.38,0.70,0.057,0.012,257643.00,233380.74,3.750,3.758,3.849,3.882,233009.07,233380.74,1.06,933025.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"11" ,3.949,3.982,4.056,2251327.27,2921745.85,27.94,52.70,3.24,0.107,0.016,234094.32,234796.42,3.907,3.940,4.040,4.056,234094.32,234796.42,2.88,2485638.00,,,  ,68.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"12" ,4.056,4.089,4.130,332125.19,567836.81,5.43,7.77,0.63,0.073,0.027,234799.71,235280.97,4.040,4.056,4.139,4.147,234799.71,235280.97,1.24,567141.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"13" ,4.155,4.172,4.194,624585.85,597209.54,5.71,14.62,0.66,0.039,0.016,235448.19,235702.00,4.139,4.147,4.189,4.214,235448.19,235702.00,0.99,860144.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"14" ,4.202,4.230,4.262,574190.24,538899.55,5.15,13.44,0.60,0.060,0.015,235750.89,236144.50,4.189,4.214,4.296,4.313,235750.89,236144.50,1.33,810128.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"15" ,4.320,4.363,4.379,84391.43,129411.98,1.24,1.98,0.14,0.059,0.028,236528.33,236912.93,4.296,4.313,4.379,4.404,236528.33,236912.93,0.59,321197.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"16" ,4.529,4.545,4.562,226993.25,174055.52,1.66,5.31,0.19,0.033,0.013,237896.11,238111.97,4.520,4.528,4.570,4.603,237896.11,238111.97,1.11,464992.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"17" ,4.640,4.669,4.690,1074641.79,990466.37,9.47,25.16,1.10,0.050,0.015,238622.81,238951.14,4.628,4.636,4.694,4.744,238622.81,238951.14,1.18,1313454.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"18" ,4.745,4.760,4.826,322766.20,610627.11,5.84,7.56,0.68,0.081,0.028,239310.64,268736.00,4.694,4.744,4.818,4.826,239310.64,239842.65,5.01,562175.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"19" ,4.860,4.884,4.918,3051776.64,3832884.54,36.65,71.44,4.25,0.058,0.018,318631.00,473615.00,4.818,4.826,4.909,4.926,240059.63,240439.24,1.30,3291999.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"20" ,4.918,4.942,5.002,422600.03,892747.63,8.54,9.89,0.99,0.085,0.047,473615.00,240995.37,4.909,4.926,5.017,5.083,240439.24,240995.37,0.75,663202.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"21" ,5.089,5.108,5.146,1899772.80,1739511.43,16.63,44.47,1.93,0.057,0.013,241092.85,243269.00,5.017,5.083,5.166,5.183,241092.85,243269.00,1.04,2141597.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"22" ,5.264,5.274,5.319,93633.32,194958.74,1.86,2.19,0.22,0.055,0.042,239800.45,241760.67,5.224,5.257,5.323,5.348,239800.45,241760.67,5.21,333781.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"23" ,5.441,5.456,5.491,510221.18,541508.62,5.18,11.94,0.60,0.050,0.017,243247.53,245720.38,5.390,5.414,5.489,5.514,243247.53,245720.38,2.15,754180.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"24" ,5.503,5.539,5.555,2725225.39,2724749.73,26.06,63.79,3.02,0.052,0.016,246310.35,280496.00,5.489,5.514,5.555,5.563,246310.35,248894.54,0.78,2973298.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"25" ,5.588,5.638,5.713,4272040.50,10457172.62,100.00,100.00,11.60,0.124,0.029,319936.00,698044.00,5.555,5.563,5.704,5.713,250540.05,256709.90,1.78,4525048.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"26" ,5.713,5.729,5.762,2386819.17,2787006.74,26.65,55.87,3.09,0.050,0.017,698044.00,413335.00,5.704,5.713,5.762,5.787,256709.90,259177.35,1.01,2644351.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"27" ,5.787,5.804,5.820,456866.76,509935.88,4.88,10.69,0.57,0.033,0.019,389450.00,315007.00,5.762,5.787,5.820,5.829,260411.49,262056.17,0.60,718101.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"28" ,5.820,5.837,5.870,133502.07,226881.57,2.17,3.13,0.25,0.050,0.023,315007.00,300669.00,5.820,5.829,5.853,5.895,262056.17,264524.44,3.50,396381.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"29" ,5.928,5.953,6.011,2742854.80,2721594.64,26.03,64.20,3.02,0.083,0.014,303758.00,271183.00,5.853,5.895,6.052,6.085,261789.74,265543.85,1.05,3005771.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"30" ,6.086,6.102,6.147,161758.94,204528.54,1.96,3.79,0.23,0.062,0.021,265651.09,267967.04,6.052,6.085,6.152,6.176,265651.09,267967.04,1.65,428021.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"31" ,6.177,6.209,6.223,148739.57,184426.87,1.76,3.48,0.20,0.046,0.026,269076.19,270794.76,6.152,6.176,6.259,6.301,269076.19,270794.76,0.38,419039.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"32" ,6.317,6.359,6.407,2008127.45,2192766.33,20.97,47.01,2.43,0.090,0.016,272852.00,264725.35,6.259,6.301,6.417,6.441,264225.09,264725.35,0.95,2272582.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"33" ,6.476,6.499,6.563,226003.04,510498.70,4.88,5.29,0.57,0.087,0.048,265106.15,265588.51,6.417,6.441,6.566,6.574,265106.15,265588.51,3.52,491238.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"34" ,6.576,6.624,6.682,2800184.89,3588263.63,34.31,65.55,3.98,0.105,0.018,267147.29,275626.00,6.566,6.574,6.673,6.731,267147.29,265135.50,0.63,3066428.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"35" ,6.723,6.756,6.794,1015928.91,1147113.16,10.97,23.78,1.27,0.071,0.018,266036.00,260129.37,6.673,6.731,6.806,6.831,263216.43,260129.37,0.71,1277704.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"36" ,6.882,6.897,6.929,153511.58,193235.99,1.85,3.59,0.21,0.047,0.024,257138.95,255798.59,6.864,6.880,6.955,6.980,257138.95,255798.59,2.03,410229.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"37" ,6.985,7.029,7.054,1080201.56,1380757.08,13.20,25.29,1.53,0.069,0.019,254206.12,271220.00,6.955,6.980,7.054,7.063,254206.12,252225.04,0.69,1333136.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"38" ,7.054,7.087,7.137,1626781.35,2620864.10,25.06,38.08,2.91,0.083,0.019,271220.00,273555.00,7.054,7.063,7.129,7.137,252225.04,249860.86,1.74,1878061.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"39" ,7.137,7.170,7.227,1050146.53,1985527.32,18.99,24.58,2.20,0.090,0.030,273555.00,247301.59,7.129,7.137,7.261,7.294,249860.86,247301.59,0.80,1299062.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"40" ,7.296,7.319,7.406,282516.60,658082.65,6.29,6.61,0.73,0.111,0.026,227614.94,265105.40,7.261,7.294,7.402,7.419,227614.94,265105.40,5.49,518098.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"41" ,7.423,7.452,7.509,375566.45,699652.13,6.69,8.79,0.78,0.085,0.018,293269.52,284253.25,7.402,7.419,7.518,7.526,293269.52,284253.25,2.34,665844.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"42" ,7.535,7.551,7.568,178940.00,180156.04,1.72,4.19,0.20,0.033,0.017,273372.00,241632.00,7.518,7.526,7.568,7.584,273372.00,241632.00,0.78,436442.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"43" ,7.584,7.617,7.640,550860.95,665771.80,6.37,12.89,0.74,0.055,0.019,238192.00,282161.25,7.568,7.584,7.675,7.708,238192.00,282161.25,0.86,815327.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"44" ,7.759,7.783,7.851,199185.58,455368.20,4.35,4.66,0.51,0.092,0.029,242503.90,208458.61,7.675,7.708,7.849,7.891,242503.90,208458.61,2.55,432691.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"45" ,8.036,8.048,8.073,115097.37,128827.42,1.23,2.69,0.14,0.037,0.019,232115.83,232700.00,8.023,8.031,8.065,8.081,232115.83,231255.97,2.09,346932.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"46" ,8.073,8.106,8.153,506553.09,827792.62,7.92,11.86,0.92,0.080,0.024,232700.00,229389.33,8.065,8.081,8.147,8.156,231255.97,229389.33,1.42,737037.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"47" ,8.257,8.288,8.352,1013290.63,1623404.61,15.52,23.72,1.80,0.095,0.024,226955.82,224740.68,8.239,8.255,8.388,8.404,226955.82,224740.68,1.16,1239529.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"48" ,8.411,8.446,8.468,314392.13,471565.33,4.51,7.36,0.52,0.057,0.023,223368.22,222049.69,8.388,8.404,8.520,8.528,223368.22,222049.69,0.60,536964.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"49" ,8.611,8.644,8.677,557355.71,905489.59,8.66,13.05,1.00,0.066,0.025,272055.00,221013.00,8.562,8.570,8.711,8.752,218712.35,217168.23,0.77,775296.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"50" ,8.812,8.835,8.880,95197.70,183141.13,1.75,2.23,0.20,0.068,0.030,217947.79,218459.52,8.711,8.752,8.884,8.926,217947.79,218459.52,1.97,313316.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"51" ,8.926,8.959,9.036,2192218.64,3386633.24,32.39,51.32,3.76,0.110,0.024,217206.53,216991.99,8.884,8.926,9.034,9.058,217206.53,216991.99,0.89,2409361.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"52" ,9.060,9.083,9.123,666501.74,1012156.98,9.68,15.60,1.12,0.063,0.025,238621.37,222476.17,9.034,9.058,9.116,9.141,238621.37,222476.17,1.33,899086.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"53" ,9.136,9.183,9.216,243988.86,503877.23,4.82,5.71,0.56,0.080,0.029,219024.35,217231.00,9.116,9.141,9.207,9.224,219024.35,198493.33,0.65,451006.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"54" ,9.216,9.249,9.290,321499.18,576897.02,5.52,7.53,0.64,0.074,0.028,217231.00,179354.90,9.207,9.224,9.290,9.365,198493.33,179354.90,0.72,511473.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"55" ,9.359,9.406,9.423,215558.94,404287.18,3.87,5.05,0.45,0.064,0.033,175006.07,276120.00,9.290,9.365,9.423,9.431,175006.07,174888.39,0.75,390478.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"56" ,9.423,9.448,9.555,159065.62,626583.37,5.99,3.72,0.70,0.133,0.073,276120.00,180372.00,9.423,9.431,9.530,9.564,174888.39,174643.02,3.94,333908.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"57" ,9.555,9.588,9.605,60732.29,113464.78,1.09,1.42,0.13,0.050,0.032,180372.00,197837.00,9.530,9.564,9.597,9.613,174643.02,174551.03,0.76,235314.00,,,  ,69.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"58" ,9.605,9.655,9.771,467605.99,1166105.16,11.15,10.95,1.29,0.166,0.029,197837.00,187508.00,9.597,9.613,9.754,9.795,174551.03,174244.35,2.65,642065.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"59" ,9.829,9.903,10.025,552526.01,1591019.77,15.21,12.93,1.77,0.197,0.034,192930.00,173772.68,9.820,9.837,9.978,10.044,174136.99,173772.68,1.04,726525.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"60" ,10.077,10.152,10.276,427824.12,1467672.46,14.04,10.01,1.63,0.199,0.040,189715.00,186674.00,10.069,10.094,10.243,10.284,173846.03,174200.32,1.51,601803.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"61" ,10.276,10.317,10.384,100149.88,347348.17,3.32,2.34,0.39,0.108,0.055,186674.00,185899.00,10.243,10.284,10.375,10.392,174200.32,174392.24,1.00,274424.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"62" ,10.384,10.441,10.491,236578.44,683703.30,6.54,5.54,0.76,0.108,0.047,185899.00,177875.00,10.375,10.392,10.483,10.541,174392.24,174584.12,0.68,411074.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"63" ,10.599,10.632,10.681,160183.33,345364.30,3.30,3.75,0.38,0.082,0.032,192242.00,178985.79,10.483,10.541,10.690,10.822,178170.03,178985.79,1.25,338682.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"64" ,10.814,10.872,11.054,111835.72,659648.78,6.31,2.62,0.73,0.240,0.082,168246.00,173004.00,10.690,10.822,10.996,11.079,166089.44,167505.73,3.17,278267.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"65" ,11.071,11.129,11.154,162277.43,417081.93,3.99,3.80,0.46,0.083,0.056,177373.00,265002.00,10.996,11.079,11.145,11.162,173956.01,175612.67,0.79,337393.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"66" ,11.154,11.179,11.195,146300.23,306542.34,2.93,3.42,0.34,0.041,0.050,265002.00,284542.00,11.145,11.162,11.187,11.195,175612.67,176441.17,0.50,322410.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"67" ,11.195,11.220,11.273,330209.06,809860.14,7.74,7.73,0.90,0.078,0.040,284542.00,178003.47,11.187,11.195,11.278,11.336,176441.17,178003.47,1.21,507147.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"68" ,11.386,11.477,11.525,882554.37,2364597.03,22.61,20.66,2.62,0.139,0.035,200803.00,183040.77,11.278,11.336,11.526,11.617,180251.27,183040.77,0.44,1064628.00,,,  ,83.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"69" ,11.609,11.667,11.769,81017.92,383807.91,3.67,1.90,0.43,0.160,0.078,173014.00,181238.93,11.526,11.617,11.758,11.883,172414.72,181238.93,2.30,256638.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"70" ,11.879,11.949,12.007,278596.97,768828.78,7.35,6.52,0.85,0.128,0.039,186381.99,211683.00,11.758,11.883,11.990,12.015,186381.99,190178.04,1.14,467050.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"71" ,12.007,12.090,12.139,386274.16,1112862.50,10.64,9.04,1.23,0.133,0.039,211683.00,208490.00,11.990,12.015,12.131,12.239,190178.04,194119.93,0.49,578916.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"72" ,12.139,12.280,12.355,105603.76,519226.62,4.97,2.47,0.58,0.215,0.052,208490.00,217043.00,12.131,12.239,12.321,12.379,194119.93,200526.11,0.71,303912.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"73" ,12.355,12.396,12.421,47303.24,121970.02,1.17,1.11,0.14,0.066,0.041,217043.00,218479.00,12.321,12.379,12.404,12.429,200526.11,202497.05,0.44,249061.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"74" ,12.421,12.471,12.562,462914.86,1557604.62,14.90,10.84,1.73,0.141,0.044,218479.00,278817.00,12.404,12.429,12.537,12.578,202497.05,206685.37,3.35,666890.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"75" ,12.562,12.595,12.655,98689.91,317185.50,3.03,2.31,0.35,0.093,0.082,278817.00,209459.96,12.537,12.578,12.661,12.802,206685.37,209459.96,0.78,306361.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"76" ,12.959,12.992,13.075,38815.26,152967.87,1.46,0.91,0.17,0.116,0.084,218797.00,225190.00,12.876,12.967,13.059,13.083,218512.02,221961.54,3.54,258313.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"77" ,13.075,13.125,13.166,205730.38,535097.38,5.12,4.82,0.59,0.091,0.041,225190.00,253056.00,13.059,13.083,13.166,13.183,221961.54,224671.77,1.61,429170.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"78" ,13.166,13.216,13.255,130303.15,387545.94,3.71,3.05,0.43,0.089,0.049,253056.00,227309.35,13.166,13.183,13.274,13.365,224671.77,227309.35,0.71,356453.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"79" ,13.432,13.497,13.582,2403392.57,6466771.23,61.84,56.26,7.17,0.149,0.040,245967.99,252476.71,13.274,13.365,13.580,13.589,245967.99,252476.71,1.30,2652198.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"80" ,13.589,13.622,13.641,67267.26,119394.13,1.14,1.57,0.13,0.051,0.032,252805.08,255052.34,13.580,13.589,13.655,13.713,252805.08,255052.34,0.58,321495.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"81" ,13.696,13.812,13.929,70790.97,487023.03,4.66,1.66,0.54,0.233,0.115,198256.00,203892.43,13.655,13.713,13.920,14.019,196861.72,203892.43,1.09,271152.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"82" ,14.326,14.359,14.433,59913.38,202824.31,1.94,1.40,0.23,0.108,0.079,231230.00,262056.00,14.284,14.326,14.408,14.541,231230.00,262056.00,7.02,300625.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"83" ,15.220,15.311,15.336,381080.68,962827.71,9.21,8.92,1.07,0.116,0.037,618851.00,794773.00,14.408,14.541,15.336,15.344,595292.66,629251.41,0.52,1003058.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\053-Co7-5.D" ,"84" ,15.336,15.377,15.444,276546.98,1489637.54,14.25,6.47,1.65,0.108,0.141,794773.00,854003.00,15.336,15.344,15.411,15.477,629251.41,660788.71,2.40,917930.00,,,  ,207.1,,,,,,,,,,,

"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D"," +EI TIC Scan 054-Co7-6.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D"," +EI TIC Scan 054-Co7-6.d "
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D" ,"1" ,3.139,3.170,3.226,186529.99,296298.98,2.24,3.33,0.29,0.087,0.019,303363.21,300837.04,3.112,3.137,3.195,3.228,303363.21,300837.04,0.60,488992.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D" ,"2" ,3.311,3.335,3.369,611312.07,597686.77,4.51,10.93,0.58,0.058,0.015,313182.00,297217.00,3.253,3.319,3.360,3.369,298372.74,296688.52,0.93,908963.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D" ,"3" ,3.369,3.385,3.426,360128.68,345188.27,2.60,6.44,0.33,0.057,0.013,297217.00,295032.46,3.360,3.369,3.427,3.435,296688.52,295032.46,0.96,656336.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D" ,"4" ,3.543,3.559,3.592,526621.36,530464.12,4.00,9.41,0.51,0.049,0.016,291607.87,313051.00,3.518,3.542,3.584,3.600,291607.87,290193.72,1.75,817777.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D" ,"5" ,3.592,3.625,3.667,310600.69,492881.31,3.72,5.55,0.47,0.075,0.018,313051.00,323881.00,3.584,3.600,3.650,3.675,290193.72,288028.78,1.58,599832.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D" ,"6" ,3.667,3.683,3.708,123798.42,198727.75,1.50,2.21,0.19,0.041,0.026,323881.00,294321.00,3.650,3.675,3.708,3.716,288028.78,286825.77,0.73,411346.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D" ,"7" ,3.708,3.725,3.749,136577.43,189136.45,1.43,2.44,0.18,0.041,0.026,294321.00,285644.18,3.708,3.716,3.750,3.758,286825.77,285644.18,1.43,422922.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D" ,"8" ,3.783,3.799,3.836,689226.37,594521.51,4.49,12.32,0.57,0.054,0.012,297506.00,283098.11,3.750,3.758,3.865,3.882,284660.83,283098.11,0.99,973406.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D" ,"9" ,3.948,3.981,4.056,3487388.75,4779707.24,36.07,62.33,4.60,0.108,0.016,301772.00,291955.00,3.907,3.940,4.039,4.056,260700.66,262164.86,2.93,3748540.00,,,  ,68.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D" ,"10" ,4.056,4.089,4.138,557145.55,990985.07,7.48,9.96,0.95,0.082,0.025,291955.00,263279.82,4.039,4.056,4.139,4.147,262164.86,263279.82,1.27,819761.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\054-Co7-6.D" ,"11" ,4.149,4.172,4.197,950087.30,1067044.77,8.05,16.98,1.03,0.048,0.018,263426.92,306450.00,4.139,4.147,4.197,4.213,263426.92,264079.65,1.14,1213829.00,,,  ,82.1,,,,,,,,,,,
